Trip_no,Trip_time,ax,ay,az,gx,gy,gz,mx,my,mz,speed,GPS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,resultant,mob_id_id
1,12:07:53,6.4936733,-0.41180268,7.3986816,-0.000399462,-0.000133154,-0.000133154,10.06875,-8.15625,-5.2312503,-0.004441592,0,-0.00717783,0.001529574,0.000558376,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:53,6.501455,-0.40940848,7.4028716,-0.000266308,0.000399462,-0.000133154,10.200001,-7.9875,-4.93125,-0.003149808,0,0.003370285,0.000346392,-0.000425339,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:54,6.493075,-0.41060558,7.402273,0.000133154,0.000399462,-0.000133154,10.200001,-7.8562503,-5.11875,-0.00410431,0,-0.005641937,-0.003373444,0.005402565,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:54,6.5008564,-0.40701428,7.3897038,0.000665771,-0.000798925,-0.000133154,10.181251,-8.025001,-4.9125004,-0.005538388,0,0.003067493,0.003837675,4.77E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:54,6.499659,-0.40521863,7.394492,-0.000532617,0,-0.000133154,10.35,-7.8375,-4.875,-0.00510987,0,0.00069952,0.000330359,-0.004691601,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:54,6.494272,-0.40821138,7.4016747,-0.000266308,-0.000665771,-0.000133154,10.25625,-8.043751,-4.89375,-0.004763791,0,-0.000609398,-0.00537011,0.004662037,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:55,6.4900823,-0.41120413,7.4058642,-0.000266308,0.001065233,-0.000133154,10.35,-8.0625,-5.08125,-0.004598887,0,-0.005177498,0.002927095,-9.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:55,6.5020533,-0.40880993,7.404069,0.000266308,-0.000399462,-0.000532617,10.368751,-8.08125,-5.175,-0.003562175,0,-0.01348114,-0.00238955,-0.000672817,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:55,6.4990606,-0.41359833,7.405266,-0.000133154,-0.000399462,-0.000133154,10.2375,-8.118751,-5.11875,-0.003711944,0,0.002766609,0.001776099,-0.008142948,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:56,6.494272,-0.41240123,7.399879,-0.000266308,0,-0.000133154,10.33125,-8.137501,-5.0625,-0.006046698,0,-0.004524231,-0.004664451,0.007359505,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:56,6.491279,-0.41000703,7.399879,-0.000266308,-0.000532617,-0.000266308,10.2375,-8.306251,-5.15625,-0.006376199,0,-0.006236553,0.001319647,-0.00100565,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:56,6.4900823,-0.41180268,7.398083,-0.000399462,0.001331541,-0.000133154,10.293751,-8.25,-5.08125,-0.006711936,0,0.003493309,0.003200829,-0.00300312,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:56,6.4936733,-0.41359833,7.4070616,-0.000266308,0.000133154,0.000266308,10.200001,-8.2875,-5.0437503,-0.003781668,0,-0.009586811,-0.005731762,-0.001153946,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:57,6.501455,-0.40282443,7.397485,-0.001331541,-0.000133154,-0.000532617,10.14375,-8.175,-4.8375,-0.004185482,0,-0.011441231,-0.013281703,0.006062985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:57,6.5044475,-0.4177882,7.395689,0,0,-0.000133154,10.125,-8.137501,-4.74375,-0.003974623,0,-0.010026932,-0.008751392,-0.002037525,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:57,6.518214,-0.4141969,7.419631,0,0,-0.001065233,10.200001,-8.025001,-4.875,0.004631944,0,0.01333952,0.003110617,0.001134396,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:57,6.5020533,-0.40940848,7.3962874,-0.000532617,-0.000266308,0.000133154,10.200001,-8.08125,-4.78125,3.48E-05,0,-0.009479046,-0.000676632,-0.005369663,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:58,6.4924765,-0.40641573,7.402273,-0.000266308,0,-0.000266308,10.21875,-8.0625,-4.78125,-0.000268523,0,0.000905991,0.010034978,-0.008991241,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:58,6.5002575,-0.41359833,7.4028716,-0.000266308,0,0.000133154,10.25625,-8.08125,-4.93125,0.00161197,0,-0.009799004,0.001597881,0.001098633,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:58,6.499659,-0.40402153,7.409456,0.000266308,0,-0.000133154,10.2375,-8.0625,-4.9875,0.002276338,0,0.000860691,0.006876379,0.004828453,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:59,6.4966664,-0.40821138,7.4046674,-0.000266308,-0.000133154,0.000133154,10.275001,-8.137501,-5.1375003,0.001407558,0,0.004422188,-0.004085839,0.000793457,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:59,6.497265,-0.40701428,7.406463,-0.000665771,-0.000532617,-0.000266308,10.275001,-8.1,-5.08125,0.001951244,0,-0.002220154,0.000958771,0.002484322,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:59,6.4990606,-0.40940848,7.399879,-0.000266308,-0.000399462,-0.000133154,10.650001,-8.00625,-5.2875004,0.001358136,0,0.001411438,0.001835644,0.001324654,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:07:59,6.483498,-0.41599256,7.3897038,0.000133154,0.000532617,-0.000665771,10.6125,-8.025001,-5.4375,-0.001464718,0,-0.010518551,0.007514387,0.009596825,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:00,6.5020533,-0.40701428,7.4004774,-0.001065233,0.000665771,-0.000532617,10.481251,-7.9687505,-5.25,0.004937674,0,0.010038853,-0.001749426,-0.001563072,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:00,6.4900823,-0.40521863,7.404069,0.001065233,-0.000932079,-0.000932079,10.5,-7.9687505,-5.34375,0.004095084,0,0.000721931,-0.000575066,0.000221252,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:00,6.4846954,-0.4225766,7.397485,-0.002130466,0.002529929,0.000133154,10.462501,-8.00625,-5.4,0.002843732,0,-0.011404038,-0.011293769,-0.002647877,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:00,6.5026517,-0.40342298,7.395689,-0.000266308,-0.000665771,-0.000133154,10.293751,-8.00625,-5.3812504,0.005942792,0,0.011916637,-0.00261882,-0.005461216,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:01,6.4840965,-0.41120413,7.3867106,0.000133154,-0.000133154,0.000266308,10.05,-7.9875,-5.2312503,0.002939673,0,0.001575947,-0.008014619,0.001139641,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:01,6.4960675,-0.41060558,7.3849154,-0.000932079,0.000665771,0.000133154,10.012501,-8.025001,-5.0625,0.003965103,0,0.007528305,0.00287804,0.00860405,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:01,6.487688,-0.41240123,7.4016747,-0.000798925,0.000266308,-0.000798925,10.181251,-7.9125004,-4.9500003,0.006247818,0,-0.005696297,0.002827197,-0.008993149,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:01,6.5008564,-0.40521863,7.4028716,-0.000399462,0.000399462,0.000532617,10.21875,-7.9687505,-5.0625,0.007732345,0,0.00971365,-0.002258569,-0.001384735,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:02,6.494272,-0.4141969,7.4028716,0.000399462,-0.000133154,-0.000266308,10.14375,-7.8750005,-4.8375,0.007096967,0,-0.006086826,-0.011331916,0.000358582,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:02,6.503849,-0.41240123,7.3986816,-0.000133154,0.000399462,-0.000532617,10.200001,-7.8375,-4.875,0.008092837,0,0.004366875,0.007357806,0.001480103,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:02,6.5068417,-0.41120413,7.405266,-0.000399462,0.000798925,-0.000532617,10.21875,-7.8750005,-4.8562503,0.009191165,0,0.008119106,-0.00013569,0.008591652,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:03,6.491878,-0.41299978,7.3867106,0.000399462,0.000532617,0.000798925,10.181251,-7.7625003,-4.875,0.005401358,0,-0.001209736,0.003169507,0.002938747,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:03,6.510433,-0.40043023,7.4070616,-0.000665771,0.000133154,-0.000133154,10.35,-7.8562503,-4.875,0.01412034,0,-0.001102448,0.00526005,-0.000161171,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:03,6.491878,-0.40581718,7.3843164,-0.001464695,0.000932079,-0.000133154,10.2375,-8.00625,-4.8187504,0.009437015,0,0.004052639,-0.010695666,0.00629282,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:03,6.4978633,-0.41240123,7.4004774,0.000266308,-0.000399462,0.000133154,10.33125,-8.08125,-4.89375,0.012066141,0,-0.007968426,-0.00988999,0.000434399,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:04,6.498462,-0.40282443,7.4004774,0.000665771,0.000532617,-0.000266308,10.368751,-7.9687505,-4.8562503,0.012065833,0,0.007459641,0.004335761,0.003473282,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:04,6.4948707,-0.40462008,7.3950906,-0.000932079,0,-0.000133154,10.25625,-8.137501,-4.9125004,0.011051582,0,-0.002563953,0.003274471,0.001715183,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:04,6.4990606,-0.40821138,7.4028716,0.000266308,0.000266308,-0.000133154,10.1625,-8.25,-4.96875,0.012436017,0,0.001807213,-0.004201531,0.002055168,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12:08:04,6.4978633,-0.40462008,7.4004774,0.000266308,0.000266308,-0.000532617,10.200001,-8.19375,-4.96875,0.011555303,0,0.001644611,0.000512213,0.004183769,0,0,0,0,0,0,0,0,0,0,0,0,0,1
