Trip_no,Trip_time,ax,ay,az,gx,gy,gz,mx,my,mz,speed,GPS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,resultant,mob_id_id
22,11:07:30,4.907515,3.6607344,8.054693,-0.005592473,-0.016644266,-0.007989247,16.21875,-23.25,12.95625,0,0,-0.2794037,-0.12173462,0.1498928,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:31,4.471172,2.966416,7.724293,0.004260932,0.018641578,-0.003994624,16.29375,-23.15625,13.012501,0,0,-0.028822422,0.050919533,0.16354132,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:31,4.941034,3.7325604,7.8248496,0.003994624,0.010918639,0.028761292,16.21875,-23.38125,13.087501,0,0,-0.067563534,0.07870817,0.011612415,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:31,5.4917,4.3221326,7.1826053,0.01158441,-0.012516488,0.04860126,16.2,-23.5125,13.1625,0,0,-0.23064947,-0.17454123,0.09518051,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:31,5.367202,4.494515,7.1730285,-0.011184947,-0.006524552,-0.007856093,16.03125,-23.7,13.5375,0,0,0.017586231,0.21146178,-0.07146788,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:31,4.4999022,4.4274774,6.943185,0.00226362,0.016511112,-0.04740287,15.806251,-23.8125,13.593751,0,0,0.20145702,0.27945805,-0.33251333,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:32,4.8309007,4.336498,7.4848733,0.009853406,0.049932797,0.04607133,15.712501,-23.868752,13.650001,0,0,0.17755604,0.18361259,-0.37228632,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:32,4.8404775,3.4404678,7.867945,0.05193011,0.005991936,0.08055825,15.58125,-24.13125,13.725,0,0,-0.27582407,0.50476,0.24444199,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:32,4.662708,4.413112,7.73387,0.07696309,0.015845342,0.07696309,15.58125,-24.13125,13.725,0,0,-0.124648094,0.7503648,-0.07426739,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:32,4.8021703,4.446631,7.772177,0.043674555,0.037549466,0.054060575,15.50625,-24.468752,13.856251,0,0,-0.09524155,0.19595695,-0.26019382,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:32,5.2905874,4.36044,6.2339025,0.09413997,-0.08947957,0.14061075,15.4125,-24.7875,14.08125,0,0,-0.016572475,0.34683776,0.08713484,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:33,6.325481,4.0539823,8.744822,0.08908011,-0.016644266,0.11770825,15.187501,-25.2,14.2875,0,0,-0.51674604,0.07919717,0.1818471,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:33,3.9013517,2.2762873,10.718243,0.072169535,-0.11025162,-0.012383334,15.13125,-25.706251,14.325001,0,0,0.15243769,0.23841357,-0.14690924,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:33,3.810372,3.1723173,6.9383965,-0.054726347,0.23501703,0.111050546,14.906251,-26.04375,14.45625,0,0,0.4934163,-0.17900705,1.4095697,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:33,5.1900306,5.5629277,8.437765,0.07163692,0.008788172,0.02197043,14.700001,-26.60625,14.718751,0,0,-0.5063553,-0.423074,-0.8440623,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:33,4.140772,3.0813377,7.350199,0.0789604,-0.005193011,0.029427063,14.775001,-27.075,14.775001,0,0,-0.6124401,-1.0028477,-0.488894,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:34,4.0641575,2.8275523,6.8330517,-0.018641578,0.10705592,0.08947957,14.531251,-27.6375,14.75625,0,0,0.40919447,0.35911036,1.152626,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:34,4.7399206,3.526659,8.260594,0.059519894,0.011850718,0.061650362,14.418751,-28.500002,14.925,0,0,-0.5753875,-0.8140478,0.5523677,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:34,4.0258503,2.980781,8.831013,0.10678961,-0.04540556,0.000399462,14.418751,-29.343752,15.168751,0,0,-0.62410736,-0.71015596,-0.084153175,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:34,4.0019083,3.0190883,8.145673,-0.07190323,0.11131685,0.06591129,14.6625,-29.925001,15.4125,0,0,-0.022164822,-0.23679352,1.1876855,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:34,4.092888,3.4691982,9.113529,0.033821147,-0.007589785,0.037815772,15.093751,-30.468752,15.6,0,0,-0.24339771,-0.5958071,0.539979,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:35,5.0942626,1.8788497,8.500014,-0.008788172,-0.021171506,0.10093083,15.225,-31.181252,15.6,0,0,-0.67507553,-0.7932532,0.021759987,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:35,3.7960067,2.6360161,7.958925,0.08921327,0.000798925,-0.06724283,15.618751,-31.556252,15.58125,0,0,-0.39244413,-0.5178993,0.8798828,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:35,3.4506433,1.8788497,9.036914,-0.07310162,0.080824554,0.10266183,15.750001,-31.987501,15.843751,0,0,0.25755692,-1.5211294,1.1812682,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:35,5.9663506,2.4821887,8.313267,0.054060575,-0.057922047,0.12223549,16.1625,-32.41875,16.143751,0,0,-0.8240824,-0.4426787,-0.11460972,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:35,2.4396915,0.93972415,8.572439,0.07296846,-0.001997312,0.015312725,16.44375,-32.5125,16.331251,0,0,-1.3218467,-1.2955344,1.4415107,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:36,3.292626,1.8644845,8.4425535,0.00612509,0.16124965,0.12676273,16.3875,-32.53125,16.10625,0,0,0.7559271,-0.9387896,1.2150412,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:36,5.367202,2.5731683,9.55885,0.09440628,-0.05778889,0.018774733,16.237501,-32.60625,16.181252,0,0,-1.9238875,-2.074075,0.7805071,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:36,4.322731,1.9267339,8.500014,0.067509145,-0.07376739,-0.06338137,15.900001,-32.625,16.237501,0,0,-1.0862453,-1.5468273,0.71716976,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:36,3.690662,1.0785879,8.523956,-0.09214266,0.000798925,0.02197043,16.03125,-32.60625,16.331251,0,0,0.18888712,-0.9916723,1.7263303,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:36,4.4903255,2.1086931,9.012972,-0.00159785,-0.017043728,0.002529929,15.918751,-32.5875,16.35,0,0,-0.43546867,-1.2780378,0.57837105,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:37,5.0463786,2.707842,9.108741,0.07003907,-0.042742476,-0.010785485,15.8625,-32.550003,16.5375,0,0,-0.9522588,-1.855693,0.4688797,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:37,4.5046906,2.11827,8.102577,-0.001997312,-0.07097115,0.030092834,15.618751,-32.475002,16.59375,0,0,-0.31193018,-1.0202672,0.7554798,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:37,4.619612,2.1613655,8.069058,-0.06311506,-0.022369893,0.045272402,15.4125,-32.68125,16.556252,0,0,0.07000351,-0.3358078,0.86099625,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:37,5.2522798,2.8658595,8.351574,0.0516638,0.009187635,-0.001997312,15.31875,-32.60625,16.6875,0,0,-0.30617666,-0.7372861,0.20298195,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:37,4.9266686,2.7700913,8.284536,0.06031882,-0.018508423,-0.033687994,15.337501,-32.625,16.612501,0,0,-0.2198987,-0.7332289,0.016371727,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:38,4.7058034,2.765303,7.949348,-0.008521864,0.028361829,0.014780108,15.468751,-32.625,16.800001,0,0,0.24139929,-0.23556328,0.34516382,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:38,5.01286,2.8754363,8.078635,0.012782796,-0.004394086,0.008788172,15.31875,-32.68125,16.96875,0,0,0.12361288,-0.100949764,0.09358978,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:38,5.0463786,3.0669725,7.815273,0.012117025,-0.022369893,-0.006657707,15.093751,-32.8875,17.25,0,0,-0.055336952,-0.17655158,-0.11357641,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:38,5.017648,3.0190883,7.767389,-0.009587097,-0.018242115,-0.009320789,14.868751,-32.943752,17.362501,0,0,0.09847021,-0.032523394,0.002999783,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:38,5.1756654,3.095703,7.8009076,0.007456631,-0.027163442,-0.009453943,14.962501,-33,17.400002,0,0,0.09492731,0.052623034,-0.022719383,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:39,5.324106,3.2632968,7.6572556,0.020772044,-0.03515269,-0.010252868,14.868751,-32.8875,17.5125,0,0,0.007496357,0.01589346,-0.07489443,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:39,5.348048,3.2632968,7.575853,0.004660395,-0.018774733,-0.00998656,14.906251,-33.037502,17.6625,0,0,0.06125021,0.059171677,-0.071015835,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:39,5.266645,3.3063924,7.7386584,0.021704122,-0.027962366,-0.010252868,14.94375,-33.15,17.85,0,0,0.06648493,0.06258488,-0.045852184,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:39,5.2139726,3.25372,7.504027,0.010785485,-0.000399462,-0.006657707,14.718751,-33.225002,17.56875,0,0,0.008979321,0.034105778,-0.05749941,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:39,5.2379146,3.2968156,7.719505,0.005725627,-0.009453943,-0.003328853,14.681251,-33.1875,17.41875,0,0,0.003716946,0.00719285,0.008014679,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:40,5.5443726,3.3925838,7.7051396,0.004260932,-0.009587097,-0.00226362,14.793751,-33.05625,17.325,0,0,0.017319202,0.01074791,-0.018756866,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:40,5.597045,3.8480806,7.6285253,0.007989247,-0.023701435,-0.017310036,14.906251,-33.1875,17.15625,0,0,-0.014203548,0.025045395,-0.032424927,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:40,5.587468,3.9534256,7.038953,0.002130466,-0.019440502,-0.028361829,14.812501,-33.1875,17.15625,0,0,0.10364771,0.15799999,-0.09256792,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:40,5.644929,4.197634,7.0006456,-0.01677742,0.008521864,-0.027296597,14.83125,-33,17.175001,0,0,0.1394763,0.26108956,-0.24964714,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:40,5.525219,4.049194,7.2352777,0.001464695,0.004127778,-0.02676398,14.812501,-32.850002,17.212502,0,0,0.23203468,0.4417007,-0.4338913,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:41,5.774216,4.245518,6.83784,0.027030287,-0.006258244,0.004260932,14.775001,-32.737503,17.2875,0,0,0.21324348,0.52994347,-0.33474207,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:41,5.831677,4.350863,6.4547677,0.007190323,-0.018108962,-0.007456631,14.83125,-32.79375,17.550001,0,0,0.11598253,0.3400612,-0.22603941,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:41,5.93762,4.3221326,6.3829417,0.014247492,-0.020505736,-0.005991936,14.94375,-32.943752,17.94375,0,0,0.12791681,0.26393318,-0.20779991,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:41,5.37199,3.9869444,6.2339025,0.009054481,-0.05605789,-0.06378083,14.94375,-33.05625,18.13125,0,0,0.07185221,0.16901875,-0.14186382,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:41,5.668871,4.255095,6.421249,-0.007989247,-0.03422061,-0.025965055,14.83125,-33.28125,18.300001,0,0,0.12310505,0.10680437,-0.20090914,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:42,5.7598505,3.9773676,7.504027,0.052329574,-0.049932797,-0.033155378,14.981251,-33.318752,18.46875,0,0,-0.1081686,-0.14299154,0.13541079,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:42,5.971139,4.398747,6.6079965,-0.044739787,-0.005059857,-0.001331541,15.150001,-33.5625,18.581251,0,0,-0.0563488,-0.13278913,0.08593893,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:42,5.1900306,3.4356794,6.679823,-0.019573657,-0.042076703,-0.05965305,15.281251,-33.6375,18.69375,0,0,0.00583458,-0.13459158,0.30686808,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:42,5.156512,3.9965212,7.311892,-0.032889068,0.04314194,0.013714875,15.543751,-33.881252,18.6,0,0,0.15645742,0.022124767,-0.164711,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:42,5.1517234,4.010886,7.767389,0.06817491,0.025965055,0.008521864,16.03125,-34.0125,18.73125,0,0,-0.29145575,-0.37429285,0.03345537,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:43,4.619612,2.6258407,8.241441,0.015445879,0.020239428,0.038348388,16.6875,-33.99375,18.675001,0,0,-0.3074832,-0.26415563,0.5038028,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:43,5.1182046,3.5697548,7.359776,0.013581721,0.06604445,0.049533337,17.306252,-34.162502,18.712502,0,0,-0.37378025,-0.28144407,0.84130764,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:43,4.993706,3.1292217,7.4082584,0.05938674,-0.025432438,-0.0145138,17.962502,-34.10625,18.65625,0,0,-0.6286545,-1.0150287,1.0660453,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:43,4.7297454,2.8083985,8.337209,-0.013448567,-0.021437814,0.022103585,18.54375,-33.975002,18.6375,0,0,-0.24058151,-0.48720813,0.35209894,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:43,4.8165355,3.3255463,8.241441,0.02157097,0.025299285,0.019573657,19.59375,-34.03125,18.618752,0,0,-0.4289732,-0.48023653,0.51242065,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:44,4.7399206,3.0095115,7.992444,0.036217924,0.00838871,0.018774733,20.75625,-34.331253,18.5625,0,0,-0.4890337,-0.7562425,0.86334515,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:44,4.701015,2.7030537,8.322844,-0.02197043,0.002929391,0.03448692,22.181252,-34.65,18.75,0,0,-0.27787638,-0.41090178,0.5790124,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:44,4.7399206,2.8562827,8.131308,0.009587097,-0.00998656,0.008788172,23.1,-35.2125,19.0125,0,0,-0.29959822,-0.34937644,0.35037136,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:44,4.8739963,2.7222073,8.298902,0.003462007,-0.005059857,0.003062545,23.550001,-35.5875,19.3125,0,0,-0.22172213,-0.38537526,0.32519865,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:44,4.835689,2.6839,8.049905,-0.001331541,-0.012117025,-0.035285845,23.6625,-35.30625,19.59375,0,0,-0.1664033,-0.2804966,0.285985,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:45,4.931457,2.8993783,8.198345,-0.018774733,-0.034620073,-0.03994624,23.71875,-34.875,19.95,0,0,-0.07398367,-0.29186177,0.2111454,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:45,5.0942626,2.89459,7.978079,-0.007856093,-0.0516638,-0.0322233,23.587502,-34.631252,20.04375,0,0,-0.07509184,-0.25995803,0.0538311,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:45,5.146935,2.755726,8.093,-0.02423405,-0.06311506,-0.002929391,22.7625,-34.068752,20.1,0,0,-0.09128952,0.003453493,0.098979,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:45,5.0559554,2.908955,7.7769656,-0.023834588,-0.026497671,-0.017176883,21.7875,-33.46875,19.987501,0,0,0.007513523,0.10305071,-0.019578934,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:45,5.0320134,2.9472623,7.9828672,-0.001464695,-0.005326165,-0.016910573,20.475,-32.86875,19.837502,0,0,0.020201683,-0.022411108,0.001008034,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:46,4.9984946,2.8802247,7.820061,0.004127778,-0.001464695,-0.020772044,19.331251,-31.95,19.275002,0,0,-0.035808563,-0.015271902,-0.024310112,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:46,5.108628,2.966416,7.8248496,-0.010119714,-0.006524552,-0.009320789,18.6,-31.087502,18.75,0,0,-0.030388832,0.023619652,0.012712956,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:46,5.1421466,3.0909145,7.9541364,0.000399462,-0.011850718,-0.005059857,18.075,-30.768751,18.225,0,0,-0.021746635,0.014703035,0.04190302,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:46,5.3863554,3.3303347,7.73387,-0.005326165,-0.04194355,-0.004793549,17.7,-30.91875,17.868752,0,0,-0.018338203,0.037189245,-0.05400324,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:46,5.300164,3.181894,7.6524673,-0.018508423,-0.04074516,-0.006524552,17.475,-31.0125,17.681252,0,0,0.03750992,0.16006374,-0.101377964,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:47,5.415086,3.311181,7.6285253,-0.000932079,-0.014380646,0.002663082,17.475,-31.125002,17.493752,0,0,0.10613632,0.20858264,-0.08372593,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:47,5.395932,3.3399115,7.4705076,0.011184947,-0.011451255,-0.004660395,17.60625,-31.29375,17.5125,0,0,0.016079426,0.0875535,-0.096645355,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:47,5.46297,3.406949,7.4848733,0.008788172,-0.016377958,-0.002396774,17.475,-31.218752,17.41875,0,0,0.044442654,0.073278904,-0.047911644,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:47,5.46297,3.4213142,7.374141,-0.007722939,-0.0177095,-0.001997312,17.625,-31.25625,17.38125,0,0,0.019420147,0.075222254,-0.0905633,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:47,5.467758,3.406949,7.427412,0.00838871,-0.010785485,0.001198387,17.475,-31.612501,17.306252,0,0,0.03969717,0.0921011,-0.06371355,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:48,5.61141,3.5075054,7.2544312,0.007190323,-0.009853406,-0.001864158,17.587502,-31.968752,17.2875,0,0,0.020956516,0.05035591,-0.0491457,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:48,5.6018333,3.6272156,7.1107793,-0.007057169,-0.023435127,-0.004660395,17.7,-32.11875,17.325,0,0,0.020516396,0.056032896,-0.050775528,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:48,5.9280434,3.9055414,6.751649,-0.013981183,-0.022769356,-0.001864158,17.75625,-32.30625,17.41875,0,0,0.056210518,0.14268684,-0.07224369,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:48,5.6640825,3.9917328,6.981492,-0.001331541,0.000798925,-0.019307349,17.90625,-32.662502,17.53125,0,0,0.089745045,0.18258929,-0.158885,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:48,5.515642,3.6463692,7.225701,0.004660395,-0.008255556,-0.007856093,17.868752,-32.756252,17.8125,0,0,0.13960981,0.24727559,-0.25973225,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:49,5.6257753,3.6128504,7.2783732,0.027562905,-0.001731004,0.000266308,17.925001,-32.925003,18.206251,0,0,0.070167065,0.16377926,-0.089567184,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:49,5.5300074,3.3734303,7.413047,0.019573657,-0.022636201,-0.019307349,17.775002,-33,18.46875,0,0,-0.084367275,-0.05673766,0.04970932,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:49,5.3863554,3.1962593,7.16824,-0.002796237,-0.00838871,-0.01291595,17.625,-33.018753,18.768751,0,0,-0.06030035,-0.15784264,0.13558006,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:49,5.3863554,3.2393548,7.743447,-0.01677742,-0.009587097,-0.017576344,17.306252,-32.86875,19.03125,0,0,-0.055091858,-0.17506433,0.13260889,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:49,5.4725466,3.3877954,7.3406224,0.004527241,-0.03355484,-0.017043728,16.893751,-32.737503,18.9375,0,0,-0.12427187,-0.2103672,0.14075422,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:50,5.4964886,3.359065,7.3310456,-0.014780108,-0.008521864,-0.004127778,16.66875,-32.71875,18.7875,0,0,-0.041364193,-0.109411,0.14000463,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:50,5.620987,3.4596214,7.144298,-0.00386147,-0.012250179,-0.00612509,16.44375,-32.550003,18.825,0,0,-0.07812691,-0.10227537,0.09611511,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:50,5.817312,3.6032736,7.091625,-0.003328853,-0.01837527,-0.003595162,16.181252,-32.53125,18.54375,0,0,-0.068469524,-0.077153444,0.10037756,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:50,5.5443726,3.335123,7.2592196,-0.01837527,-0.025299285,-0.008255556,16.03125,-32.5875,18.243752,0,0,-0.017508507,-0.009321451,0.016523838,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:50,5.7359085,3.7373488,7.2352777,-0.031024912,0.000266308,0.003994624,16.06875,-32.737503,18.075,0,0,0.09029102,0.15962839,-0.10024738,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:51,5.9663506,3.828927,6.646304,0.017842652,-0.003195699,0.004926703,16.331251,-32.831253,17.94375,0,0,0.028445244,0.10833955,-0.062731266,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:51,5.7359085,3.6846764,6.1524997,0.003328853,-0.001731004,0.003728316,16.462502,-33.037502,17.831251,0,0,0.008478165,0.093453646,-0.08150911,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:51,5.707178,3.876811,6.5936313,-0.016511112,-0.013315413,-0.006790861,16.725,-33.45,18.150002,0,0,0.08921909,0.12989092,-0.096432686,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:10:28,-2.0494366,4.336498,7.7626004,-0.053128496,0.09320789,-0.02516613,12.675,-27.000002,30.45,0,0,-0.62163234,0.49100876,0.47141457,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:51,5.9280434,4.111443,6.670246,0.016644266,-0.014913263,-0.00226362,16.575,-33.7125,18.50625,0,0,0.05294037,0.119181156,-0.14930344,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:51,5.5826797,3.7469256,7.201759,0.013448567,-0.016244804,-0.010386022,16.2,-34.0125,18.806252,0,0,0.03895712,0.13634753,-0.12042093,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:52,5.6018333,3.8672342,7.225701,-0.025965055,0.014247492,0.002396774,15.843751,-33.975002,19.44375,0,0,0.11634874,0.15257168,-0.17671013,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:52,6.0621185,4.1258082,6.8186865,0.097868286,-0.03062545,-0.007190323,15.39375,-33.693752,20.025002,0,0,-0.05564785,0.042583227,0.069158554,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:52,5.769428,3.7229836,7.153875,-0.045006096,-0.02356828,-0.005858782,15.01875,-33.206253,20.7,0,0,-0.17840338,-0.28141332,0.2469616,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:52,5.8268886,4.049194,7.019799,-0.063514516,0.027296597,0.004394086,14.531251,-32.568752,21.0375,0,0,0.284523,0.3179431,-0.27844048,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:52,6.3350577,4.5232453,6.95755,0.036883693,-0.027030287,-0.033687994,14.400001,-31.612501,21.225,0,0,-0.12079859,-0.020059347,-0.066924095,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:53,5.1517234,3.9869444,7.07726,-0.010918639,0.002796237,-0.02516613,14.475,-30.6375,20.962502,0,0,-0.05468273,-0.01499629,0.0587039,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:53,5.6640825,4.7387238,7.062895,0.1709699,0.082955025,-0.14527115,14.962501,-30.000002,20.6625,0,0,0.33685637,0.43506026,-0.14813805,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:53,5.4486046,4.532822,6.6846113,0.1193061,0.03874785,0.029560216,15.562501,-29.475,20.53125,0,0,-0.004353046,-0.075666904,0.031143665,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:53,5.324106,4.791396,7.4848733,-0.005991936,0.21144876,0.07643047,16.44375,-29.343752,20.306252,0,0,-0.054362297,0.08398342,-0.031527042,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:53,4.979341,4.4801497,7.2352777,0.16098334,-0.013714875,0.10359391,17.15625,-29.325,20.118752,0,0,0.122334,0.19722319,-0.12883472,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:54,5.2379146,4.484938,6.373365,0.026231363,0.002663082,0.092675276,17.98125,-29.85,20.362501,0,0,-0.4425192,-0.1270032,0.5301347,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:54,5.7790046,4.7818193,6.8426285,0.04487294,-0.04061201,0.005592473,18.50625,-30.6,20.6625,0,0,-0.19045734,0.016783237,0.26266766,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:54,5.90889,4.8781857,6.531382,-0.002396774,-0.065778136,-0.020239428,18.900002,-31.462502,21.28125,0,0,-0.14118338,-0.13323545,-0.22974157,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:54,5.453393,3.9534256,6.2243257,-0.020106273,-0.072036386,-0.065245524,18.900002,-31.462502,21.28125,0,0,0.080170155,0.112434864,0.12806606,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:54,5.7598505,4.518457,6.2823853,-0.0580552,-0.050465416,-0.022769356,19.1625,-32.2125,22.331251,0,0,0.3723812,0.19716597,0.3181157,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:55,5.1517234,4.4801497,7.335834,0.07709624,-0.01158441,-0.032622762,18.5625,-33.15,23.6625,0,0,-0.006770134,-0.33837223,-0.20155,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:55,5.1996074,3.9725792,7.911041,0.058188353,0.039280467,0.019440502,18.300001,-33.28125,24,0,0,-0.050536633,-0.18379068,-0.06674719,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,11:07:55,4.8021703,3.6415808,8.002021,0.06804176,0.12130341,0.050864875,18.150002,-33.600002,23.925001,0,0,-0.036471844,-0.1356101,0.4343438,0,0,0,0,0,0,0,0,0,0,0,0,0,1
